"tconst","primaryTitle","startYear","runtimeMinutes","averageRating","numVotes"
tt0108211,Stalingrad,1993,134,7.5,38123
tt9130508,Cherry,2021,142,6.6,38110
tt0092494,*batteries not included,1987,107,6.6,38099
tt0120185,Spice World,1997,93,3.7,38099
tt0241760,The New Guy,2002,88,5.8,38098
tt0067140,"Duck, You Sucker!",1971,138,7.6,38096
tt6865690,The Professor,2018,90,6.7,38082
tt18072316,Bade Miyan Chote Miyan,2024,163,4.1,38080
tt0323944,Shattered Glass,2003,94,7.1,38059
tt1179031,Cold in July,2014,109,6.7,38028
tt0056937,Cleopatra,1963,192,7.0,38022
tt0068408,Conquest of the Planet of the Apes,1972,88,6.1,37994
tt4191580,Meet the Blacks,2016,94,4.8,37990
tt6141246,The Aeronauts,2019,100,6.6,37970
tt0375920,The Libertine,2004,114,6.2,37957
tt0126916,For Love of the Game,1999,137,6.6,37945
tt0280665,Femme Fatale,2002,114,6.2,37944
tt0482599,Shutter,2008,85,5.2,37900
tt5155780,The Discovery,2017,102,6.2,37882
tt2334871,Snatched,2017,90,4.7,37863
tt0116250,Evita,1996,135,6.3,37854
tt0066011,Love Story,1970,100,6.9,37839
tt0802948,An American Crime,2007,98,7.2,37833
tt0092925,Dragnet,1987,106,6.0,37809
tt0070544,Fantastic Planet,1973,72,7.7,37802
tt0063374,The Odd Couple,1968,105,7.6,37800
tt0120265,Taste of Cherry,1997,95,7.7,37786
tt26745657,Madgaon Express,2024,143,7.1,37779
tt0046672,"20,000 Leagues Under the Sea",1954,127,7.2,37763
tt1560985,The Devil Inside,2012,83,4.2,37753
tt1411704,Hop,2011,95,5.4,37748
tt0923752,The King of Kong: A Fistful of Quarters,2007,79,8.0,37740
tt1032815,"I Love You, Beth Cooper",2009,102,5.3,37737
tt0248845,Hedwig and the Angry Inch,2001,95,7.7,37730
tt10521092,The Forgotten Battle,2020,124,7.1,37727
tt0060666,Manos: The Hands of Fate,1966,70,1.6,37718
tt1512685,Julia's Eyes,2010,118,6.7,37711
tt0114906,Welcome to the Dollhouse,1995,88,7.4,37706
tt1971352,Compliance,2012,90,6.4,37701
tt0066473,Tora! Tora! Tora!,1970,144,7.5,37698
tt2097307,Hit and Run,2012,100,6.1,37690
tt15767808,The Last Kingdom: Seven Kings Must Die,2023,117,6.9,37685
tt0060665,A Man for All Seasons,1966,120,7.7,37670
tt0415978,Me and You and Everyone We Know,2005,85,7.2,37656
tt1594562,The Innkeepers,2011,101,5.5,37655
tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,109,6.7,37641
tt1303828,Defendor,2009,101,6.7,37641
tt0059592,Pierrot le Fou,1965,110,7.4,37626
tt0120696,Hard Rain,1998,97,5.9,37617
tt0265662,The Rookie,2002,127,6.9,37598
tt11097384,Spaceman,2024,107,5.7,37593
tt5935704,Padmaavat,2018,163,7.1,37576
tt0435679,Keith,2008,95,7.4,37573
tt11274492,The Out-Laws,2023,95,5.4,37566
tt9110170,Wrong Turn,2021,109,5.6,37545
tt0416496,Bandidas,2006,93,5.7,37544
tt0457297,The Butterfly Effect 2,2006,92,4.5,37540
tt0457655,After the Wedding,2006,120,7.7,37540
tt19864802,Land of Bad,2024,113,6.6,37539
tt8242084,My Spy,2020,99,6.4,37537
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,99,6.6,37527
tt0087262,Firestarter,1984,114,6.1,37511
tt1415283,Nanny McPhee Returns,2010,109,6.1,37510
tt0114576,Sudden Death,1995,111,5.8,37492
tt0485985,Red Tails,2012,125,5.9,37474
tt0093936,The Secret of My Success,1987,111,6.5,37467
tt0069467,Cries & Whispers,1972,92,8.0,37466
tt0383222,BloodRayne,2005,95,3.0,37428
tt7608028,The Open House,2018,94,3.3,37423
tt0077394,Damien: Omen II,1978,107,6.2,37421
tt0107254,Jason Goes to Hell,1993,87,4.1,37407
tt2076298,Ip Man 4: The Finale,2019,107,7.0,37396
tt2281587,Muppets Most Wanted,2014,107,6.4,37395
tt5516328,Ghost Stories,2017,98,6.4,37382
tt0119535,A Life Less Ordinary,1997,103,6.3,37364
tt0165832,Interstate 60,2002,116,7.5,37329
tt10324144,Article 15,2019,130,8.1,37327
tt0313911,Agent Cody Banks,2003,102,5.1,37326
tt0043278,An American in Paris,1951,114,7.1,37318
tt0110729,Once Were Warriors,1994,102,7.9,37310
tt0462396,The Last Legion,2007,101,5.4,37279
tt1072748,Winchester,2018,99,5.4,37235
tt0242445,Exit Wounds,2001,101,5.6,37216
tt1440345,This Must Be the Place,2011,118,6.7,37212
tt0067128,Get Carter,1971,112,7.3,37209
tt8745676,The Swimmers,2022,134,7.4,37203
tt9398640,Between Two Ferns: The Movie,2019,82,6.1,37185
tt0208988,Get Carter,2000,102,5.1,37184
tt0419984,Mr. Woodcock,2007,87,5.2,37181
tt0048021,Rififi,1955,118,8.1,37170
tt6304046,Thelma,2017,116,7.0,37159
tt0113670,A Little Princess,1995,97,7.6,37156
tt4669986,Loving,2016,123,7.0,37151
tt0410377,Nim's Island,2008,96,6.0,37142
tt1668191,Hunting Season,2010,140,7.4,37126
tt1462900,The Grandmaster,2013,130,6.6,37084
tt1742044,Jersey Boys,2014,134,6.8,37061
tt9606374,On the Rocks,2020,96,6.4,37055
tt2103267,Adore,2013,112,6.2,37030
tt0119013,Double Team,1997,93,4.8,37020
tt0114887,A Walk in the Clouds,1995,102,6.7,37000
tt0093378,La Bamba,1987,108,6.9,36991
tt1179069,"6 Souls",2010,112,6.0,36985
tt9806192,I Lost My Body,2019,81,7.5,36982
tt4799066,Midnight Sun,2018,91,6.6,36976
tt0790712,The Messenger,2009,113,7.1,36972
tt0120255,The Sweet Hereafter,1997,112,7.4,36962
tt11663228,Jailer,2023,168,7.1,36951
tt0910554,Frequently Asked Questions About Time Travel,2009,83,7.0,36938
tt0158371,Sweet and Lowdown,1999,95,7.2,36931
tt23137390,Immaculate,2024,89,5.8,36910
tt10962368,Things Heard & Seen,2021,121,5.3,36897
tt0219653,Dracula 2000,2000,99,4.9,36871
tt1879016,Operation Mincemeat,2021,128,6.6,36866
tt1336617,Cyrus,2010,91,6.3,36830
tt0108308,Teenage Mutant Ninja Turtles III,1993,96,4.8,36827
tt5761544,Kandahar,2023,119,6.1,36825
tt10701074,Ponniyin Selvan: Part I,2022,167,7.6,36818
tt0090685,Back to School,1986,96,6.7,36806
tt0072251,The Taking of Pelham One Two Three,1974,104,7.6,36804
tt0198021,Where the Heart Is,2000,120,6.7,36796
tt0091499,Maximum Overdrive,1986,98,5.4,36759
tt0804516,P2,2007,98,5.9,36759
tt11301946,Beast,2022,155,5.2,36735
tt10699086,Bachchhan Paandey,2022,147,5.0,36727
tt12618926,Parallel Mothers,2021,123,7.1,36714
tt1167638,"22 Bullets",2010,117,6.6,36707
tt0085811,Krull,1983,121,6.1,36705
tt0435670,The Invisible,2007,102,6.1,36702
tt0775489,The Illusionist,2010,80,7.5,36701
tt5648882,The Burial,2023,126,7.1,36701
tt0093818,Radio Days,1987,88,7.4,36679
tt4073790,The Darkest Minds,2018,104,5.7,36679
tt0408985,Last Holiday,2006,112,6.6,36656
tt5635086,God's Own Country,2017,104,7.6,36656
tt1068646,The Class,2008,128,7.5,36647
tt0078723,"1941",1979,118,5.8,36639
tt8361028,Cam,2018,94,5.9,36629
tt0419749,Find Me Guilty,2006,125,7.0,36623
tt0052893,Hiroshima Mon Amour,1959,90,7.8,36581
tt3256226,IO,2019,96,4.8,36576
tt0093493,Mannequin,1987,90,6.0,36574
tt0057345,Contempt,1963,102,7.4,36565
tt0110857,Police Academy: Mission to Moscow,1994,83,3.5,36553
tt0421994,Imagine Me & You,2005,90,6.7,36550
tt0100140,Mermaids,1990,110,6.7,36546
tt0190374,Dungeons & Dragons,2000,107,3.6,36521
tt0216651,Vampire Hunter D: Bloodlust,2000,103,7.6,36521
tt0279493,Undercover Brother,2002,86,5.9,36519
tt7475578,Munich: The Edge of War,2021,130,6.8,36473
tt0092593,Au Revoir les Enfants,1987,104,8.0,36469
tt1285009,The Strangers: Prey at Night,2018,85,5.3,36469
tt13456318,Persuasion,2022,108,5.8,36458
tt0018773,The Circus,1928,72,8.1,36455
tt3824458,Tangerine,2015,88,7.1,36452
tt1814621,Admission,2013,107,5.7,36433
tt0375611,Black,2005,122,8.1,36425
tt0471041,The Tournament,2009,95,6.0,36413
tt0104454,Howards End,1992,142,7.4,36400
tt6095472,The Angry Birds Movie 2,2019,97,6.4,36390
tt0390221,Maria Full of Grace,2004,101,7.4,36384
tt11827628,Memory,2022,114,5.7,36361
tt0171580,Nurse Betty,2000,110,6.3,36350
tt8108274,Tanhaji: The Unsung Warrior,2020,135,7.5,36339
tt0077869,The Lord of the Rings,1978,132,6.2,36320
tt2626350,Step Up All In,2014,112,5.9,36307
tt0303933,Drumline,2002,118,5.9,36297
tt0051036,Sweet Smell of Success,1957,96,8.0,36290
tt0042041,White Heat,1949,114,8.1,36274
tt2398231,The Homesman,2014,122,6.6,36249
tt0238112,Captain Corelli's Mandolin,2001,131,5.9,36241
tt0444653,Keeping Mum,2005,99,6.8,36231
tt0346631,Blood and Bone,2009,93,6.7,36217
tt0141098,Forces of Nature,1999,105,5.5,36211
tt0060153,Batman: The Movie,1966,105,6.5,36176
tt0427969,Hollywoodland,2006,126,6.5,36173
tt2555736,The Second Best Exotic Marigold Hotel,2015,122,6.5,36173
tt0068638,The Getaway,1972,123,7.3,36164
tt0419946,The Marine,2006,92,4.8,36163
tt0078754,All That Jazz,1979,123,7.8,36142
tt3760922,My Big Fat Greek Wedding 2,2016,94,6.0,36141
tt0117331,The Phantom,1996,100,5.1,36129
tt8108268,The Tashkent Files,2019,134,8.1,36122
tt1112782,The Code,2009,104,6.0,36114
tt3247714,Survivor,2015,96,5.6,36049
tt0074751,King Kong,1976,134,6.0,36044
tt0042593,In a Lonely Place,1950,94,7.9,36035
tt0999913,Straw Dogs,2011,110,5.8,36035
tt1226681,Pontypool,2008,93,6.5,35994
tt11057644,The Christmas Chronicles: Part Two,2020,112,6.0,35988
tt4334266,The Bad Batch,2016,118,5.2,35986
tt0120595,Babe: Pig in the City,1998,97,5.8,35977
tt5723272,In the Fade,2017,106,7.1,35965
tt2088003,Big Game,2014,110,5.4,35961
tt0954947,The Killer Inside Me,2010,109,6.1,35957
tt0473753,Angel-A,2005,91,7.0,35952
tt1185836,Adam,2009,99,7.1,35949
tt0056732,The Exterminating Angel,1962,95,8.0,35945
tt10228134,Jolt,2021,91,5.6,35928
tt6304162,Loveless,2017,127,7.6,35920
tt0097637,K-9,1989,101,6.1,35918
tt0116654,The Island of Dr. Moreau,1996,96,4.6,35869
tt0038559,Gilda,1946,110,7.6,35849
tt10731768,Sweet Girl,2021,110,5.5,35834
tt0053459,Eyes Without a Face,1960,90,7.6,35824
tt0470883,Magic Carpet Ride,2005,106,7.4,35810
tt0318374,The Cooler,2003,101,6.9,35801
tt6802308,The 15:17 to Paris,2018,94,5.3,35794
tt9340860,Let Him Go,2020,113,6.7,35781
tt1441912,The Way,2010,123,7.3,35761
tt0101640,Raise the Red Lantern,1991,125,8.1,35748
tt0093560,The Monster Squad,1987,82,6.9,35734
tt7510222,Despicable Me 4,2024,94,6.2,35691
tt0240510,The Four Feathers,2002,132,6.5,35689
tt0367027,Shortbus,2006,101,6.4,35680
tt0280760,Igby Goes Down,2002,98,6.8,35669
tt1171701,The Breath,2009,128,8.0,35654
tt1712170,Alex Cross,2012,101,5.2,35639
tt9100018,Cobweb,2023,88,5.9,35625
tt0361127,The Woodsman,2004,87,7.1,35624
tt0066763,Anand,1971,122,8.1,35623
tt0056663,Vivre sa vie,1962,85,7.8,35589
tt0310910,Confidence,2003,97,6.6,35588
tt0069768,Battle for the Planet of the Apes,1973,93,5.4,35584
tt0409904,Day Watch,2006,132,6.4,35565
tt0104409,Hellraiser III: Hell on Earth,1992,97,5.5,35535
tt0068762,Jeremiah Johnson,1972,108,7.6,35525
tt0202677,The Way of the Gun,2000,119,6.6,35510
tt0483726,Man of the Year,2006,115,6.2,35502
tt1259014,Mesrine: Killer Instinct,2008,113,7.5,35496
tt3813310,Cop Car,2015,88,6.3,35487
tt5719700,Home Again,2017,97,5.8,35487
tt11235772,The Voyeurs,2021,116,6.1,35460
tt1381404,The Company You Keep,2012,125,6.4,35418
tt0439662,Fanaa,2006,168,7.1,35411
tt0117108,Multiplicity,1996,117,6.1,35406
tt0082846,On Golden Pond,1981,109,7.6,35397
tt3792960,The Brand New Testament,2015,114,7.1,35395
tt0165854,The Limey,1999,89,6.9,35393
tt3544082,"45 Years",2015,95,7.1,35385
tt0110008,Pom Poko,1994,119,7.3,35379
tt0094006,Some Kind of Wonderful,1987,95,7.0,35375
tt7149730,The Silencing,2020,93,6.3,35359
tt0114614,Tank Girl,1995,104,5.4,35330
tt2358925,Unfinished Business,2015,91,5.4,35319
tt0308379,Dark Water,2002,101,6.7,35313
tt0081353,Popeye,1980,114,5.4,35293
tt7946422,Prospect,2018,100,6.3,35291
tt0109127,Angels in the Outfield,1994,102,6.2,35285
tt2183014,Love at First Sight,2023,91,6.8,35281
tt0374569,Che: Part Two,2008,135,6.8,35239
tt11847410,The Fallout,2021,96,7.0,35208
tt2084989,Upstream Color,2013,96,6.5,35161
tt0063518,Romeo and Juliet,1968,138,7.6,35152
tt1937264,Now Is Good,2012,103,7.0,35139
tt0091954,Sid and Nancy,1986,112,7.0,35075
tt12873562,The Invitation,2022,105,5.3,35075
tt0026778,A Night at the Opera,1935,96,7.8,35072
tt0414853,Barnyard,2006,90,5.6,35070
tt0118747,Blues Brothers 2000,1998,123,4.9,35062
tt0094602,Above the Law,1988,99,6.0,35051
tt0115639,Beautiful Girls,1996,112,7.1,35049
tt0485851,The Air I Breathe,2007,95,6.7,35035
tt0105643,Troll 2,1990,95,3.0,35010
tt9086228,Gretel & Hansel,2020,87,5.5,35005
tt0046876,Creature from the Black Lagoon,1954,79,6.9,35002
tt8722346,Queen & Slim,2019,132,7.1,35000
tt0490076,All the Boys Love Mandy Lane,2006,90,5.5,34999
tt2359810,Raanjhanaa,2013,140,7.6,34996
tt0479537,Seraphim Falls,2006,115,6.6,34976
tt0106469,"Blood In, Blood Out",1993,180,7.9,34958
tt0040724,Red River,1948,133,7.8,34955
tt0368578,Are We There Yet?,2005,95,4.8,34923
tt0410764,Tideland,2005,120,6.3,34921
tt1684233,Welcome to the Punch,2013,99,6.1,34921
tt1788979,"67th Street, New York, NY",2011,105,5.3,34921
tt0449994,Jodhaa Akbar,2008,213,7.5,34909
tt2072233,Sleepless,2017,95,5.6,34903
tt0078908,The Brood,1979,92,6.8,34875
tt5727282,Borg vs. McEnroe,2017,107,6.9,34850
tt0827503,The Magician,2006,122,7.4,34830
tt1629757,Chasing Mavericks,2012,116,7.1,34827
tt5144174,The Dry,2020,117,6.8,34820
tt0118845,Happy Together,1997,96,7.7,34817
tt5501104,Border,2018,110,7.0,34816
tt0097138,Cyborg,1989,86,5.0,34814
tt0458413,A Long Way Down,2014,96,6.3,34791
tt2560078,Boston Strangler,2023,112,6.5,34770
tt0810988,The Nines,2007,100,6.2,34766
tt0281322,Undisputed,2002,94,6.1,34760
tt0120483,The Man Who Knew Too Little,1997,94,6.6,34752
tt0364343,The Final Cut,2004,95,6.1,34747
tt0120577,"54",1998,93,5.9,34736
tt0102250,L.A. Story,1991,95,6.7,34732
tt1620719,Dabangg,2010,126,6.2,34726
tt11317142,Shiva Baby,2020,77,7.1,34719
tt0101912,Frankie and Johnny,1991,118,6.7,34716
tt1714209,In the Land of Blood and Honey,2011,127,4.7,34706
tt0120802,The Red Violin,1998,130,7.6,34675
tt0102768,Regarding Henry,1991,108,6.7,34664
tt0102603,Oscar,1991,109,6.5,34652
tt0283832,"8 Women",2002,111,7.0,34640
tt15145764,Freddy,2022,124,7.3,34628
tt13453006,Red Rocket,2021,130,7.1,34618
tt0036855,Gaslight,1944,114,7.8,34617
tt1198138,Obsessed,2009,108,5.0,34616
tt0111127,Serial Mom,1994,95,6.8,34613
tt0092699,Broadcast News,1987,133,7.3,34609
tt2275946,Redirected,2014,99,6.4,34608
tt1964624,In the House,2012,105,7.3,34605
tt0114852,Village of the Damned,1995,98,5.6,34586
tt0063227,The Lion in Winter,1968,134,7.9,34584
tt0076162,House,1977,88,7.3,34578
tt10612922,One Night in Miami...,2020,114,7.1,34570
tt3108894,The Tender Bar,2021,106,6.7,34557
tt1324059,Wake Up Sid,2009,138,7.6,34534
tt5315210,Lou,2022,107,6.1,34510
tt0068767,Fist of Fury,1972,107,7.2,34508
tt0104254,FernGully: The Last Rainforest,1992,76,6.5,34504
tt0108162,Sliver,1993,107,5.1,34496
tt0380599,Oliver Twist,2005,130,6.8,34469
tt0128278,Instinct,1999,126,6.5,34462
tt15083184,I Came By,2022,110,6.2,34440
tt3767372,Piku,2015,123,7.6,34439
tt14152756,Seaspiracy,2021,89,8.1,34431
tt0110657,The Next Karate Kid,1994,107,4.6,34414
tt0067525,The Omega Man,1971,98,6.4,34406
tt0283139,White Oleander,2002,109,7.1,34397
tt1082601,Fighting,2009,105,5.6,34397
tt0096244,Tequila Sunrise,1988,115,6.0,34324
tt0426459,Feast,2005,95,6.2,34317
tt0473360,Goal II: Living the Dream,2007,115,5.8,34307
tt0441796,Stay Alive,2006,85,5.0,34306
tt0366174,Anacondas: The Hunt for the Blood Orchid,2004,97,4.7,34302
tt0350261,An Unfinished Life,2005,108,7.0,34298
tt0401085,C.R.A.Z.Y.,2005,129,7.8,34295
tt0154421,The Idiots,1998,117,6.7,34292
tt1541160,Flypaper,2011,87,6.3,34267
tt10676012,To All the Boys: Always and Forever,2021,116,6.3,34247
tt5956100,Tiger Zinda Hai,2017,161,5.9,34245
tt0065571,The Conformist,1970,113,7.9,34235
tt0100054,Lord of the Flies,1990,90,6.4,34232
tt0119472,Knockin' on Heaven's Door,1997,87,7.8,34219
tt0062467,Wait Until Dark,1967,108,7.7,34217
tt0479968,One Missed Call,2008,87,4.0,34214
tt0109303,Blown Away,1994,121,6.2,34199
tt1127715,Sin Nombre,2009,96,7.5,34183
tt0061655,The Fearless Vampire Killers,1967,91,7.0,34163
tt9051908,Living,2022,102,7.2,34132
tt1405365,Celeste & Jesse Forever,2012,92,6.6,34131
tt3606888,A Street Cat Named Bob,2016,103,7.3,34126
tt7098658,Raazi,2018,138,7.7,34114
tt0117894,Thinner,1996,93,5.8,34105
tt0119215,Good Burger,1997,95,5.8,34095
tt0117039,Michael Collins,1996,133,7.1,34073
tt0120824,The Shipping News,2001,111,6.7,34036
tt0388980,The Greatest Game Ever Played,2005,120,7.4,34023
tt1951181,The Immigrant,2013,120,6.6,34020
tt0079833,Lupin III: The Castle of Cagliostro,1979,102,7.6,34009
tt1204340,Tyrannosaur,2011,92,7.5,34009
tt0118819,Live Flesh,1997,103,7.3,34005
tt0040525,The Lady from Shanghai,1947,87,7.5,34000
tt0422401,Hatchet,2006,93,5.7,33993
tt0071411,Dersu Uzala,1975,142,8.2,33976
tt1976000,The Two Faces of January,2014,96,6.2,33971
tt0332136,If Only,2004,92,7.0,33968
tt0213890,Mohabbatein,2000,216,7.0,33966
tt0044121,The Thing from Another World,1951,87,7.1,33960
tt3179568,"Men, Women & Children",2014,119,6.6,33938
tt0192614,The Skulls,2000,106,5.6,33937
tt7798604,We Have a Ghost,2023,126,6.1,33930
tt1924245,Cry Macho,2021,104,5.7,33921
tt0105629,Toys,1992,118,5.1,33907
tt3172532,The Diary of a Teenage Girl,2015,102,6.8,33907
tt6436726,"7500",2019,93,6.3,33898
tt0479528,Rogue,2007,99,6.2,33884
tt7430722,War,2019,151,6.5,33878
tt0303714,Barbershop,2002,102,6.3,33861
tt3503406,The Whole Truth,2016,93,6.2,33840
tt0489664,Shattered,2007,95,6.6,33832
tt7550014,No Exit,2022,95,6.1,33820
tt0106332,Farewell My Concubine,1993,171,8.1,33790
tt1024715,Choke,2008,92,6.4,33781
tt4986098,The Titan,2018,97,4.8,33748
tt0089941,Runaway Train,1985,111,7.2,33731
tt0083284,Victory,1981,116,6.6,33722
tt0460745,Chaos Theory,2007,87,6.6,33718
tt0114194,The Prophecy,1995,98,6.4,33703
tt0180734,Hardball,2001,106,6.4,33693
tt12987894,American Murder: The Family Next Door,2020,83,7.2,33681
tt0282209,Darkness Falls,2003,86,5.0,33674
tt0379865,Leatherheads,2008,114,6.0,33644
tt3654796,Creep 2,2017,78,6.4,33643
tt0119250,Fireworks,1997,103,7.7,33633
tt3317234,"Game Over, Man!",2018,101,5.5,33629
tt6990206,Crimea,2017,99,3.5,33624
tt2056771,A Bigger Splash,2015,125,6.4,33621
tt13320662,Slumberland,2022,117,6.7,33612
tt1772288,Danny Collins,2015,106,7.0,33612
tt12141112,Metal Lords,2022,97,6.7,33555
tt0377091,Mean Creek,2004,90,7.1,33551
tt0098105,Police Academy 6: City Under Siege,1989,84,4.4,33539
tt0964539,Pathology,2008,95,5.9,33533
tt0104029,Cronos,1992,94,6.7,33499
tt0050419,Funny Face,1957,103,7.0,33473
tt0055018,The Innocents,1961,100,7.7,33458
tt6455162,Bhool Bhulaiyaa 2,2022,143,5.7,33449
tt0050105,An Affair to Remember,1957,115,7.4,33424
tt1174954,Resident Evil: Degeneration,2008,98,6.4,33424
tt0383010,The Three Stooges,2012,92,5.1,33420
tt0100419,Problem Child,1990,81,5.5,33414
tt2438644,Department Q: The Keeper of Lost Causes,2013,96,7.2,33412
tt0078966,The China Syndrome,1979,122,7.4,33410
tt0133189,SLC Punk!,1998,97,7.4,33390
tt0790604,Deck the Halls,2006,93,5.1,33377
tt1435513,Hysteria,2011,100,6.7,33372
tt2537176,I Spit on Your Grave 2,2013,106,5.7,33367
tt0378947,Melinda and Melinda,2004,99,6.4,33359
tt0482088,Priceless,2006,106,7.0,33318
tt0300532,Blue Crush,2002,104,5.7,33286
tt0417001,Must Love Dogs,2005,98,5.9,33275
tt0053946,Inherit the Wind,1960,128,8.1,33226
tt0119731,Murder at 1600,1997,107,6.1,33209
tt0360009,Spartan,2004,106,6.5,33208
tt1714210,Weekend,2011,97,7.6,33205
tt4547194,I Kill Giants,2017,106,6.1,33201
tt0103594,"1492: Conquest of Paradise",1992,154,6.4,33184
tt2294677,In a World...,2013,93,6.6,33179
tt0469021,Alan Partridge,2013,90,6.9,33155
tt0096794,Always,1989,122,6.4,33154
tt0857265,Sleuth,2007,88,6.3,33154
tt0106770,Dragon: The Bruce Lee Story,1993,120,7.0,33148
tt7242142,Blindspotting,2018,95,7.4,33145
tt0845046,Son of Rambow,2007,96,7.0,33100
tt0081534,Somewhere in Time,1980,103,7.2,33080
tt3276924,Heist,2015,93,6.1,33065
tt0053619,L'Avventura,1960,144,7.7,33049
tt0105415,Singles,1992,99,6.7,33041
tt0095690,Mystic Pizza,1988,104,6.3,33039
tt0385705,The Football Factory,2004,91,6.7,33037
tt0113987,Nixon,1995,192,7.1,33024
tt0116905,Lone Star,1996,135,7.4,32998
tt0120684,Gods and Monsters,1998,105,7.3,32998
tt0114168,Powder,1995,111,6.6,32984
tt2091256,Captain Underpants: The First Epic Movie,2017,89,6.2,32982
tt1598642,Z for Zachariah,2015,98,6.0,32975
tt0089560,Mask,1985,120,7.2,32974
tt0097223,Time of the Gypsies,1988,142,8.1,32965
tt2378281,Instructions Not Included,2013,122,7.5,32964
tt0291350,Millennium Actress,2001,87,7.8,32961
tt0995031,Bhool Bhulaiyaa,2007,159,7.4,32946
tt4995776,The Red Sea Diving Resort,2019,129,6.6,32944
tt0463872,Asterix at the Olympic Games,2008,116,5.2,32940
tt0025878,The Thin Man,1934,91,7.9,32919
tt22048412,MaXXXine,2024,103,6.4,32915
tt0313792,Anything Else,2003,108,6.3,32909
tt0114011,Now and Then,1995,102,6.8,32902
tt1645155,Erased,2012,100,6.0,32901
tt0061452,Casino Royale,1967,131,5.0,32880
tt7268738,Minnal Murali,2021,158,7.8,32871
tt1641638,The Legend Is Born: Ip Man,2010,100,7.0,32857
tt0114857,Virtuosity,1995,106,5.5,32848
tt6857166,Book Club,2018,104,6.1,32835
tt0082869,Outland,1981,109,6.6,32802
tt0090190,The Toxic Avenger,1984,82,6.2,32795
tt0357507,Boogeyman,2005,89,4.2,32784
tt0419843,In the Land of Women,2007,97,6.4,32783
tt9851854,Major,2022,150,8.1,32758
tt3148502,Tamasha,2015,139,7.4,32753
tt9196192,Cuties,2020,96,3.6,32744
tt15153532,Strays,2023,93,6.3,32736
tt0099739,Hard to Kill,1990,96,5.8,32729
tt1174730,City Island,2009,104,7.3,32711
tt0308152,Dead End,2003,85,6.5,32694
tt1934231,Delhi Belly,2011,103,7.6,32688
tt1232783,Sorority Row,2009,101,5.1,32681
tt7721800,Bharat,2019,150,4.7,32661
tt1731697,The Lords of Salem,2012,101,5.2,32617
tt11762114,Mean Girls,2024,112,5.6,32573
tt6878038,A Taxi Driver,2017,137,7.9,32547
tt0285462,Boat Trip,2002,94,4.9,32546
tt15600222,An Action Hero,2022,130,7.0,32534
tt1327035,Dev.D,2009,144,7.9,32520
tt0326856,Envy,2004,99,4.8,32516
tt0308383,The Human Stain,2003,106,6.2,32501
tt7634968,What Men Want,2019,117,5.4,32495
tt0408777,The Edukators,2004,127,7.4,32470
tt3721964,Gringo,2018,111,6.1,32467
tt4434004,Udta Punjab,2016,148,7.7,32454
tt5764096,Hindi Medium,2017,132,7.8,32434
tt0482546,Miss Potter,2006,88,7.0,32399
tt0101026,Tie Me Up! Tie Me Down!,1989,101,7.0,32377
tt4229236,Cobain: Montage of Heck,2015,132,7.5,32374
tt1754730,The Way to Paradise,2011,85,5.0,32365
tt0075066,The Pink Panther Strikes Again,1976,103,7.1,32361
tt0067588,Play Misty for Me,1971,102,6.9,32358
tt3722070,The Lady in the Van,2015,104,6.7,32333
tt0465203,Them,2006,77,6.4,32324
tt0116361,Freeway,1996,104,6.8,32314
tt1401143,Rare Exports,2010,84,6.6,32297
tt0436331,Friends with Money,2006,88,5.8,32275
tt0380623,The Perfect Man,2005,100,5.4,32273
tt11703710,Downton Abbey: A New Era,2022,124,7.4,32272
tt0055824,Cape Fear,1962,106,7.7,32252
tt0284978,Cypher,2002,95,6.7,32220
tt1894476,How I Live Now,2013,101,6.4,32207
tt0424205,Joyeux Noel,2005,116,7.6,32201
tt0235737,The Salton Sea,2002,103,7.0,32194
tt0841044,Two Days in Paris,2007,96,6.7,32150
tt0455957,Goya's Ghosts,2006,113,6.9,32138
tt1456941,"Tomorrow, When the War Began",2010,104,6.1,32137
tt2101569,In Your Eyes,2014,106,6.9,32130
tt0842929,Paranoid Park,2007,85,6.6,32128
tt0758742,Death Note,2006,126,7.5,32123
tt0785035,Ong Bak 2,2008,98,6.2,32113
tt8652728,Waves,2019,135,7.5,32100
tt0381966,Creep,2004,85,5.6,32098
tt2494280,Stretch,2014,94,6.5,32093
tt1474276,Summer Wars,2009,114,7.4,32091
tt0098546,UHF,1989,97,6.9,32085
tt2987732,Suck Me Shakespeer,2013,119,6.9,32079
tt12573454,Sharper,2023,116,6.7,32075
tt0120094,Selena,1997,127,6.9,32068
tt0408664,Nobody Knows,2004,141,8.0,32066
tt8960382,Radhe Shyam,2022,138,5.2,32064
tt15301048,"Argentina, 1985",2022,140,7.6,32056
tt0913354,Armored,2009,88,5.7,32046
tt7137380,Destroyer,2018,121,6.2,32045
tt0090021,Silver Bullet,1985,95,6.4,32017
tt0101775,Drop Dead Fred,1991,103,5.9,32002
tt0053976,The Virgin Spring,1960,89,8.0,31999
tt0488085,Big Nothing,2006,86,6.7,31967
tt0048281,The Ladykillers,1955,91,7.6,31956
tt14439896,Father Stu,2022,124,6.5,31925
tt0097499,Henry V,1989,137,7.5,31923
tt9354944,Jexi,2019,84,6.1,31911
